age_cl,anveh_cl,ns_bg,cs_bg,franchise,anc_perm_cl,zone_bg,Formule,id
e.51-69,a.0-3,1,295,OUI,e.>40,5,Maxi,183740
e.51-69,c.>=12,1,296,NON,e.>40,1,Maxi,7642
e.51-69,c.>=12,1,296,OUI,e.>40,3,Medi,24233
d.36-50,c.>=12,1,296,NON,e.>40,3,Medi,53574
e.51-69,c.>=12,1,296,OUI,e.>40,5,Mini,83087
d.36-50,a.0-3,1,296,NON,e.>40,2,Maxi,92518
d.36-50,c.>=12,1,296,OUI,e.>40,2,Mini,96180
c.26-35,b.4-11,1,296,NON,b.6-10,4,Maxi,96546
d.36-50,b.4-11,1,296,OUI,c.11-20,3,Medi,96624
c.26-35,b.4-11,1,296,OUI,b.6-10,5,Medi,98979
d.36-50,c.>=12,1,296,OUI,c.11-20,3,Medi,117786
c.26-35,c.>=12,1,296,OUI,c.11-20,2,Mini,138951
c.26-35,b.4-11,1,296,OUI,c.11-20,3,Maxi,142189
d.36-50,c.>=12,1,296,OUI,e.>40,4,Medi,142397
d.36-50,b.4-11,1,296,OUI,e.>40,1,Maxi,148322
d.36-50,c.>=12,1,296,OUI,c.11-20,3,Medi,155512
d.36-50,b.4-11,1,296,OUI,e.>40,2,Maxi,167149
c.26-35,b.4-11,1,296,OUI,c.11-20,2,Maxi,168914
c.26-35,a.0-3,1,296,NON,c.11-20,2,Maxi,171567
e.51-69,b.4-11,1,296,NON,e.>40,1,Medi,180106
e.51-69,b.4-11,1,296,OUI,e.>40,3,Medi,189782
d.36-50,b.4-11,1,297,NON,e.>40,2,Maxi,35318
e.51-69,b.4-11,1,297,OUI,e.>40,1,Medi,40883
d.36-50,c.>=12,1,297,NON,e.>40,4,Medi,55654
b.21-25,c.>=12,1,297,OUI,a.<=5,4,Maxi,55849
d.36-50,b.4-11,1,297,OUI,e.>40,1,Medi,71915
e.51-69,b.4-11,1,297,NON,e.>40,3,Medi,80955
f.>=70,a.0-3,1,297,NON,e.>40,3,Maxi,90091
e.51-69,b.4-11,1,297,OUI,e.>40,1,Medi,98716
d.36-50,b.4-11,1,297,OUI,c.11-20,2,Maxi,99389
d.36-50,b.4-11,1,297,NON,e.>40,4,Maxi,105505
e.51-69,a.0-3,1,297,NON,e.>40,3,Maxi,107967
e.51-69,c.>=12,1,297,OUI,e.>40,3,Mini,116167
e.51-69,b.4-11,1,297,OUI,e.>40,1,Medi,117675
b.21-25,b.4-11,1,297,NON,a.<=5,2,Maxi,134888
d.36-50,a.0-3,1,297,OUI,e.>40,3,Maxi,145338
d.36-50,b.4-11,1,297,OUI,e.>40,1,Medi,147741
c.26-35,b.4-11,1,297,OUI,a.<=5,4,Maxi,150357
c.26-35,b.4-11,1,297,NON,c.11-20,2,Maxi,159725
d.36-50,c.>=12,1,297,OUI,e.>40,1,Medi,160123
e.51-69,b.4-11,1,297,OUI,e.>40,4,Maxi,162403
c.26-35,b.4-11,1,297,OUI,c.11-20,4,Maxi,167539
d.36-50,b.4-11,1,297,OUI,e.>40,3,Maxi,175112
d.36-50,a.0-3,1,297,OUI,e.>40,3,Maxi,182056
e.51-69,b.4-11,1,297,NON,e.>40,4,Maxi,209149
e.51-69,c.>=12,1,297,OUI,e.>40,2,Mini,215522
f.>=70,c.>=12,1,298,NON,e.>40,4,Medi,6100
e.51-69,b.4-11,1,298,NON,e.>40,2,Medi,10476
c.26-35,b.4-11,1,298,NON,c.11-20,3,Maxi,16102
d.36-50,b.4-11,1,298,OUI,e.>40,1,Maxi,21275
d.36-50,b.4-11,1,298,NON,e.>40,2,Maxi,47920
d.36-50,b.4-11,1,298,NON,e.>40,1,Maxi,50404
c.26-35,c.>=12,1,298,NON,b.6-10,4,Medi,52086
b.21-25,a.0-3,1,298,OUI,a.<=5,2,Maxi,63153
f.>=70,b.4-11,1,298,NON,e.>40,4,Maxi,74058
b.21-25,a.0-3,1,298,OUI,a.<=5,2,Maxi,77281
e.51-69,b.4-11,1,298,NON,e.>40,3,Maxi,79416
d.36-50,b.4-11,1,298,NON,e.>40,2,Maxi,90620
d.36-50,b.4-11,1,298,NON,e.>40,2,Maxi,90620
e.51-69,c.>=12,1,298,NON,e.>40,2,Maxi,96518
d.36-50,b.4-11,1,298,OUI,c.11-20,2,Maxi,105840
c.26-35,a.0-3,1,298,OUI,b.6-10,2,Maxi,119631
d.36-50,c.>=12,1,298,NON,e.>40,4,Medi,122212
e.51-69,b.4-11,1,298,OUI,e.>40,3,Medi,123520
c.26-35,b.4-11,1,298,NON,c.11-20,2,Maxi,127345
c.26-35,b.4-11,1,298,OUI,c.11-20,3,Maxi,129371
c.26-35,a.0-3,1,298,OUI,b.6-10,3,Maxi,137983
c.26-35,a.0-3,1,298,OUI,b.6-10,3,Maxi,148757
e.51-69,a.0-3,1,298,NON,e.>40,2,Maxi,151276
d.36-50,b.4-11,1,298,NON,d.21-40,4,Maxi,154120
b.21-25,b.4-11,1,298,OUI,b.6-10,2,Maxi,158131
c.26-35,a.0-3,1,298,OUI,c.11-20,4,Maxi,174170
e.51-69,a.0-3,1,298,NON,e.>40,1,Maxi,207211
e.51-69,a.0-3,1,298,OUI,e.>40,1,Maxi,210230
e.51-69,a.0-3,1,298,OUI,e.>40,3,Maxi,214565
d.36-50,a.0-3,1,298,NON,c.11-20,3,Maxi,216188
d.36-50,b.4-11,1,298,OUI,c.11-20,2,Medi,219409
e.51-69,b.4-11,1,299,NON,e.>40,2,Maxi,419
c.26-35,a.0-3,1,299,OUI,c.11-20,3,Maxi,24833
e.51-69,b.4-11,1,299,NON,e.>40,2,Maxi,33244
c.26-35,b.4-11,1,299,OUI,c.11-20,2,Maxi,37805
d.36-50,a.0-3,1,299,OUI,c.11-20,4,Maxi,40658
d.36-50,a.0-3,1,299,NON,c.11-20,3,Maxi,43208
c.26-35,a.0-3,1,299,OUI,b.6-10,4,Maxi,46655
e.51-69,b.4-11,1,299,NON,e.>40,2,Maxi,98554
d.36-50,b.4-11,1,299,NON,d.21-40,3,Maxi,103824
e.51-69,b.4-11,1,299,NON,e.>40,5,Maxi,112249
e.51-69,c.>=12,1,299,OUI,e.>40,1,Medi,124964
d.36-50,a.0-3,1,299,OUI,e.>40,2,Maxi,125433
e.51-69,c.>=12,1,299,OUI,e.>40,4,Maxi,138416
e.51-69,a.0-3,1,299,NON,e.>40,2,Maxi,140346
c.26-35,c.>=12,1,299,OUI,c.11-20,3,Maxi,176886
c.26-35,c.>=12,1,299,OUI,a.<=5,3,Medi,193089
c.26-35,b.4-11,1,299,OUI,b.6-10,4,Maxi,214284
e.51-69,c.>=12,1,299,OUI,e.>40,1,Mini,215090
f.>=70,b.4-11,1,300,NON,e.>40,2,Maxi,12325
e.51-69,c.>=12,1,300,OUI,e.>40,4,Mini,25823
e.51-69,c.>=12,1,300,OUI,e.>40,3,Medi,45648
f.>=70,a.0-3,1,300,OUI,e.>40,3,Maxi,51079
e.51-69,b.4-11,1,300,NON,e.>40,2,Maxi,51141
d.36-50,c.>=12,1,300,NON,c.11-20,3,Maxi,64994
d.36-50,b.4-11,1,300,OUI,e.>40,3,Medi,69527
e.51-69,b.4-11,1,300,OUI,e.>40,4,Maxi,86562
d.36-50,b.4-11,1,300,OUI,c.11-20,2,Maxi,96155
c.26-35,a.0-3,1,300,NON,b.6-10,1,Maxi,102553
b.21-25,b.4-11,1,300,OUI,a.<=5,4,Maxi,109577
b.21-25,b.4-11,1,300,OUI,a.<=5,1,Medi,112101
e.51-69,c.>=12,1,300,OUI,e.>40,3,Medi,112398
d.36-50,c.>=12,1,300,NON,c.11-20,3,Medi,115328
b.21-25,c.>=12,1,300,OUI,b.6-10,1,Mini,122149
e.51-69,a.0-3,1,300,OUI,e.>40,2,Maxi,171522
b.21-25,c.>=12,1,300,OUI,a.<=5,4,Medi,171887
c.26-35,c.>=12,1,300,OUI,b.6-10,3,Medi,180300
c.26-35,b.4-11,1,300,OUI,c.11-20,2,Maxi,182166
d.36-50,c.>=12,1,301,OUI,c.11-20,1,Medi,19018
c.26-35,b.4-11,1,301,OUI,c.11-20,5,Maxi,30242
c.26-35,b.4-11,1,301,NON,c.11-20,2,Maxi,33130
e.51-69,b.4-11,1,301,NON,e.>40,2,Maxi,51493
c.26-35,c.>=12,1,301,OUI,b.6-10,2,Mini,69286
d.36-50,b.4-11,1,301,OUI,e.>40,3,Maxi,69350
e.51-69,b.4-11,1,301,OUI,e.>40,3,Medi,82975
d.36-50,a.0-3,1,301,OUI,e.>40,5,Maxi,86556
e.51-69,a.0-3,1,301,NON,e.>40,3,Maxi,88129
b.21-25,b.4-11,1,301,OUI,b.6-10,2,Maxi,90084
c.26-35,b.4-11,1,301,OUI,b.6-10,3,Maxi,114181
e.51-69,c.>=12,1,301,NON,e.>40,1,Medi,117631
d.36-50,b.4-11,1,301,NON,e.>40,4,Medi,136327
d.36-50,c.>=12,1,301,OUI,e.>40,3,Mini,152540
d.36-50,c.>=12,1,301,OUI,e.>40,3,Medi,177955
e.51-69,c.>=12,1,301,NON,e.>40,1,Maxi,178716
f.>=70,c.>=12,1,301,NON,e.>40,2,Maxi,205156
c.26-35,b.4-11,1,301,NON,c.11-20,2,Maxi,211467
e.51-69,a.0-3,1,302,OUI,e.>40,1,Maxi,8735
e.51-69,c.>=12,1,302,OUI,e.>40,5,Medi,12317
d.36-50,b.4-11,1,302,OUI,c.11-20,3,Maxi,22073
f.>=70,c.>=12,1,302,OUI,e.>40,2,Maxi,27200
c.26-35,b.4-11,1,302,NON,b.6-10,2,Medi,34651
b.21-25,a.0-3,1,302,NON,a.<=5,2,Maxi,58844
c.26-35,b.4-11,1,302,NON,b.6-10,2,Maxi,62736
c.26-35,c.>=12,1,302,OUI,a.<=5,1,Medi,71779
f.>=70,b.4-11,1,302,OUI,e.>40,2,Medi,73761
f.>=70,b.4-11,1,302,NON,e.>40,1,Maxi,77918
c.26-35,c.>=12,1,302,OUI,b.6-10,3,Medi,79182
e.51-69,b.4-11,1,302,NON,e.>40,3,Maxi,89458
b.21-25,b.4-11,1,302,OUI,a.<=5,5,Medi,92256
d.36-50,c.>=12,1,302,OUI,e.>40,3,Medi,94110
c.26-35,b.4-11,1,302,NON,c.11-20,3,Maxi,94168
d.36-50,c.>=12,1,302,OUI,e.>40,4,Mini,103313
d.36-50,c.>=12,1,302,OUI,e.>40,4,Mini,103313
e.51-69,b.4-11,1,302,OUI,e.>40,2,Maxi,106320
d.36-50,b.4-11,1,302,OUI,b.6-10,1,Maxi,107664
b.21-25,b.4-11,1,302,NON,b.6-10,1,Medi,108573
e.51-69,c.>=12,1,302,NON,e.>40,4,Maxi,111636
c.26-35,c.>=12,1,302,OUI,b.6-10,1,Medi,111717
e.51-69,b.4-11,1,302,OUI,e.>40,2,Mini,111851
f.>=70,b.4-11,1,302,NON,e.>40,2,Maxi,115325
c.26-35,b.4-11,1,302,NON,c.11-20,3,Maxi,130964
d.36-50,c.>=12,1,302,OUI,d.21-40,2,Medi,148272
d.36-50,b.4-11,1,302,OUI,c.11-20,1,Maxi,171114
d.36-50,b.4-11,1,302,OUI,c.11-20,3,Maxi,180124
d.36-50,c.>=12,1,302,OUI,c.11-20,3,Maxi,187703
e.51-69,c.>=12,1,303,OUI,e.>40,5,Medi,5988
b.21-25,b.4-11,1,303,NON,b.6-10,2,Maxi,31186
e.51-69,b.4-11,1,303,NON,e.>40,1,Maxi,31909
b.21-25,b.4-11,1,303,NON,b.6-10,3,Maxi,47509
e.51-69,a.0-3,1,303,NON,e.>40,2,Maxi,52607
e.51-69,c.>=12,1,303,NON,e.>40,3,Medi,52676
d.36-50,b.4-11,1,303,NON,e.>40,2,Maxi,67525
e.51-69,b.4-11,1,303,OUI,e.>40,3,Maxi,82016
e.51-69,c.>=12,1,303,NON,e.>40,5,Maxi,93888
d.36-50,a.0-3,1,303,OUI,e.>40,4,Maxi,96777
c.26-35,b.4-11,1,303,NON,c.11-20,2,Maxi,101206
d.36-50,b.4-11,1,303,OUI,e.>40,2,Maxi,103738
e.51-69,b.4-11,1,303,OUI,e.>40,4,Maxi,112411
d.36-50,b.4-11,1,303,OUI,e.>40,2,Maxi,112872
d.36-50,b.4-11,1,303,OUI,c.11-20,3,Medi,119698
f.>=70,b.4-11,1,303,OUI,e.>40,3,Medi,125855
d.36-50,c.>=12,1,303,OUI,c.11-20,1,Mini,131286
d.36-50,c.>=12,1,303,OUI,c.11-20,5,Mini,132646
e.51-69,b.4-11,1,303,OUI,e.>40,3,Medi,144070
c.26-35,a.0-3,1,303,OUI,c.11-20,3,Maxi,164685
e.51-69,b.4-11,1,303,OUI,e.>40,1,Maxi,191756
d.36-50,b.4-11,1,303,NON,e.>40,3,Maxi,207029
c.26-35,b.4-11,1,303,NON,c.11-20,3,Maxi,208562
e.51-69,a.0-3,1,303,OUI,e.>40,1,Maxi,209202
d.36-50,b.4-11,1,303,NON,e.>40,2,Maxi,214713
f.>=70,a.0-3,1,304,NON,e.>40,2,Maxi,5419
e.51-69,b.4-11,1,304,OUI,e.>40,2,Medi,28215
e.51-69,a.0-3,1,304,OUI,e.>40,5,Maxi,36042
d.36-50,b.4-11,1,304,OUI,e.>40,4,Maxi,37970
d.36-50,b.4-11,1,304,NON,e.>40,2,Maxi,55014
d.36-50,c.>=12,1,304,OUI,a.<=5,2,Mini,71862
d.36-50,a.0-3,1,304,OUI,e.>40,2,Medi,88430
e.51-69,b.4-11,1,304,OUI,e.>40,3,Maxi,90478
b.21-25,b.4-11,1,304,OUI,a.<=5,2,Medi,104789
d.36-50,b.4-11,1,304,OUI,e.>40,2,Maxi,106543
e.51-69,c.>=12,1,304,NON,e.>40,4,Medi,110223
c.26-35,b.4-11,1,304,OUI,c.11-20,2,Maxi,115799
b.21-25,c.>=12,1,304,OUI,a.<=5,5,Medi,121660
c.26-35,a.0-3,1,304,NON,c.11-20,5,Maxi,143018
d.36-50,a.0-3,1,304,OUI,e.>40,2,Maxi,150093
d.36-50,b.4-11,1,304,NON,e.>40,3,Maxi,156025
c.26-35,b.4-11,1,304,OUI,b.6-10,3,Maxi,157811
e.51-69,b.4-11,1,305,NON,e.>40,3,Maxi,3356
e.51-69,c.>=12,1,305,NON,e.>40,5,Maxi,17354
c.26-35,b.4-11,1,305,NON,b.6-10,5,Maxi,33577
d.36-50,b.4-11,1,305,NON,e.>40,2,Medi,39445
d.36-50,b.4-11,1,305,OUI,e.>40,2,Maxi,39854
c.26-35,a.0-3,1,305,OUI,c.11-20,3,Maxi,41114
c.26-35,b.4-11,1,305,NON,c.11-20,3,Maxi,75078
e.51-69,c.>=12,1,305,NON,e.>40,4,Medi,77119
d.36-50,c.>=12,1,305,NON,e.>40,3,Medi,78874
e.51-69,c.>=12,1,305,OUI,e.>40,1,Medi,86814
c.26-35,c.>=12,1,305,OUI,c.11-20,1,Mini,91485
b.21-25,b.4-11,1,305,NON,a.<=5,3,Maxi,97497
e.51-69,b.4-11,1,305,NON,e.>40,1,Maxi,98377
e.51-69,a.0-3,1,305,NON,e.>40,2,Maxi,105810
c.26-35,a.0-3,1,305,OUI,b.6-10,1,Maxi,120983
e.51-69,a.0-3,1,305,OUI,e.>40,2,Maxi,131036
d.36-50,b.4-11,1,305,OUI,b.6-10,1,Maxi,131852
d.36-50,a.0-3,1,305,OUI,e.>40,2,Maxi,157032
e.51-69,a.0-3,1,305,OUI,e.>40,3,Maxi,160213
c.26-35,b.4-11,1,305,OUI,c.11-20,5,Maxi,171575
e.51-69,c.>=12,1,305,NON,e.>40,2,Medi,175133
d.36-50,c.>=12,1,306,OUI,c.11-20,2,Maxi,46817
d.36-50,a.0-3,1,306,OUI,e.>40,2,Maxi,53150
e.51-69,b.4-11,1,306,OUI,e.>40,2,Maxi,59275
c.26-35,b.4-11,1,306,NON,c.11-20,5,Maxi,61840
c.26-35,b.4-11,1,306,NON,c.11-20,2,Maxi,80634
c.26-35,c.>=12,1,306,OUI,b.6-10,2,Medi,93464
d.36-50,c.>=12,1,306,OUI,e.>40,2,Maxi,93795
c.26-35,c.>=12,1,306,OUI,c.11-20,2,Mini,99023
c.26-35,b.4-11,1,306,OUI,c.11-20,3,Maxi,104320
c.26-35,b.4-11,1,306,OUI,c.11-20,2,Maxi,107570
e.51-69,b.4-11,1,306,NON,e.>40,3,Maxi,116735
c.26-35,c.>=12,1,306,OUI,b.6-10,2,Maxi,118054
c.26-35,c.>=12,1,306,OUI,b.6-10,1,Mini,118266
c.26-35,c.>=12,1,306,OUI,b.6-10,3,Medi,126096
e.51-69,b.4-11,1,306,OUI,e.>40,3,Medi,134031
c.26-35,b.4-11,1,306,NON,c.11-20,4,Maxi,150441
c.26-35,a.0-3,1,306,OUI,c.11-20,4,Maxi,174885
c.26-35,a.0-3,1,306,OUI,b.6-10,3,Maxi,180991
c.26-35,c.>=12,1,306,OUI,c.11-20,3,Mini,188909
d.36-50,b.4-11,1,306,OUI,e.>40,1,Maxi,197238
d.36-50,a.0-3,1,306,OUI,b.6-10,1,Maxi,198114
c.26-35,a.0-3,1,306,NON,b.6-10,2,Medi,217028
f.>=70,c.>=12,1,307,NON,e.>40,2,Maxi,1122
d.36-50,a.0-3,1,307,NON,e.>40,5,Maxi,3513
e.51-69,b.4-11,1,307,NON,e.>40,1,Maxi,20036
e.51-69,b.4-11,1,307,NON,e.>40,3,Maxi,20749
c.26-35,b.4-11,1,307,NON,b.6-10,2,Maxi,43630
c.26-35,c.>=12,1,307,NON,c.11-20,3,Medi,46028
e.51-69,c.>=12,1,307,OUI,e.>40,3,Medi,47252
c.26-35,a.0-3,1,307,NON,c.11-20,3,Maxi,62474
c.26-35,b.4-11,1,307,NON,b.6-10,3,Maxi,65237
e.51-69,c.>=12,1,307,OUI,e.>40,2,Medi,66245
b.21-25,b.4-11,1,307,NON,b.6-10,2,Maxi,73221
c.26-35,b.4-11,1,307,OUI,c.11-20,2,Maxi,74353
d.36-50,b.4-11,1,307,NON,e.>40,1,Maxi,76644
c.26-35,b.4-11,1,307,NON,c.11-20,2,Maxi,82258
d.36-50,c.>=12,1,307,OUI,e.>40,2,Medi,91087
c.26-35,b.4-11,1,307,NON,c.11-20,2,Maxi,101728
c.26-35,b.4-11,1,307,OUI,c.11-20,3,Maxi,106694
e.51-69,c.>=12,1,307,NON,e.>40,5,Medi,107434
e.51-69,b.4-11,1,307,OUI,e.>40,1,Medi,133363
e.51-69,a.0-3,1,307,NON,e.>40,1,Maxi,137191
c.26-35,b.4-11,1,307,OUI,a.<=5,3,Maxi,139724
c.26-35,b.4-11,1,307,NON,b.6-10,3,Medi,141539
c.26-35,a.0-3,1,307,NON,b.6-10,2,Maxi,152944
d.36-50,c.>=12,1,307,OUI,e.>40,2,Medi,155297
c.26-35,c.>=12,1,307,OUI,c.11-20,3,Mini,160177
d.36-50,c.>=12,1,307,OUI,c.11-20,1,Medi,162350
b.21-25,a.0-3,1,307,NON,a.<=5,3,Maxi,166417
d.36-50,b.4-11,1,307,NON,d.21-40,2,Maxi,167675
d.36-50,b.4-11,1,307,OUI,c.11-20,3,Maxi,172334
d.36-50,b.4-11,1,307,NON,c.11-20,3,Maxi,172492
d.36-50,c.>=12,1,307,OUI,e.>40,2,Medi,173227
e.51-69,b.4-11,1,307,NON,e.>40,5,Maxi,180768
d.36-50,c.>=12,1,307,OUI,c.11-20,3,Medi,188006
f.>=70,a.0-3,1,307,NON,e.>40,2,Maxi,212767
e.51-69,b.4-11,1,307,OUI,e.>40,4,Maxi,214637
e.51-69,b.4-11,1,308,OUI,e.>40,2,Maxi,21771
c.26-35,c.>=12,1,308,OUI,c.11-20,2,Medi,33349
b.21-25,c.>=12,1,308,OUI,a.<=5,4,Medi,37637
d.36-50,b.4-11,1,308,OUI,e.>40,3,Medi,39272
d.36-50,c.>=12,1,308,OUI,e.>40,3,Medi,47783
c.26-35,a.0-3,1,308,NON,c.11-20,2,Maxi,63101
b.21-25,c.>=12,1,308,OUI,a.<=5,3,Medi,72219
b.21-25,b.4-11,1,308,NON,a.<=5,3,Maxi,104997
d.36-50,a.0-3,1,308,OUI,e.>40,3,Maxi,105714
c.26-35,b.4-11,1,308,OUI,c.11-20,2,Maxi,108106
c.26-35,b.4-11,1,308,OUI,b.6-10,5,Maxi,112943
c.26-35,b.4-11,1,308,OUI,c.11-20,3,Maxi,133833
b.21-25,a.0-3,1,308,OUI,b.6-10,3,Maxi,149289
c.26-35,c.>=12,1,308,OUI,b.6-10,3,Medi,159900
e.51-69,a.0-3,1,308,OUI,e.>40,4,Maxi,164151
b.21-25,c.>=12,1,308,OUI,a.<=5,3,Maxi,168563
c.26-35,b.4-11,1,308,NON,c.11-20,3,Medi,170955
d.36-50,b.4-11,1,308,OUI,c.11-20,3,Maxi,172798
e.51-69,c.>=12,1,308,NON,e.>40,5,Maxi,218715
f.>=70,b.4-11,1,309,OUI,e.>40,3,Maxi,20339
e.51-69,b.4-11,1,309,NON,e.>40,5,Maxi,29447
e.51-69,a.0-3,1,309,NON,e.>40,4,Maxi,32653
e.51-69,b.4-11,1,309,OUI,e.>40,4,Medi,46560
d.36-50,c.>=12,1,309,NON,c.11-20,3,Medi,59925
c.26-35,c.>=12,1,309,OUI,b.6-10,3,Medi,65632
d.36-50,c.>=12,1,309,NON,c.11-20,3,Medi,66809
c.26-35,c.>=12,1,309,NON,c.11-20,2,Maxi,73766
c.26-35,a.0-3,1,309,NON,c.11-20,2,Maxi,108289
c.26-35,c.>=12,1,309,OUI,c.11-20,3,Medi,112477
e.51-69,c.>=12,1,309,OUI,e.>40,1,Medi,117495
d.36-50,c.>=12,1,309,OUI,c.11-20,3,Maxi,123173
c.26-35,c.>=12,1,309,OUI,c.11-20,5,Medi,127366
d.36-50,b.4-11,1,309,OUI,c.11-20,3,Maxi,131786
c.26-35,c.>=12,1,309,NON,b.6-10,2,Medi,136265
d.36-50,c.>=12,1,309,OUI,e.>40,4,Medi,143316
c.26-35,a.0-3,1,309,OUI,b.6-10,4,Maxi,155714
c.26-35,c.>=12,1,309,NON,a.<=5,3,Medi,158033
d.36-50,a.0-3,1,309,NON,e.>40,3,Maxi,161321
d.36-50,b.4-11,1,309,OUI,d.21-40,2,Medi,164556
d.36-50,c.>=12,1,309,OUI,e.>40,1,Medi,164634
c.26-35,c.>=12,1,309,NON,c.11-20,3,Medi,166231
e.51-69,a.0-3,1,309,NON,e.>40,4,Maxi,206723
e.51-69,a.0-3,1,309,NON,e.>40,4,Maxi,209796
d.36-50,c.>=12,1,310,OUI,e.>40,3,Medi,47783
e.51-69,c.>=12,1,310,NON,e.>40,1,Maxi,56377
b.21-25,b.4-11,1,310,OUI,b.6-10,2,Maxi,69085
d.36-50,b.4-11,1,310,NON,e.>40,2,Maxi,86304
e.51-69,b.4-11,1,310,OUI,e.>40,3,Maxi,106202
e.51-69,b.4-11,1,310,NON,e.>40,3,Maxi,109596
c.26-35,a.0-3,1,310,OUI,b.6-10,3,Maxi,114149
d.36-50,b.4-11,1,310,NON,e.>40,2,Maxi,118224
e.51-69,a.0-3,1,310,OUI,e.>40,1,Maxi,127503
b.21-25,c.>=12,1,310,NON,a.<=5,2,Medi,133177
d.36-50,b.4-11,1,310,NON,e.>40,5,Maxi,161307
d.36-50,c.>=12,1,310,OUI,e.>40,2,Mini,162750
e.51-69,b.4-11,1,310,OUI,e.>40,4,Medi,171790
d.36-50,b.4-11,1,310,NON,c.11-20,2,Maxi,188419
f.>=70,c.>=12,1,310,NON,e.>40,5,Medi,205240
d.36-50,a.0-3,1,311,NON,e.>40,2,Maxi,15740
e.51-69,a.0-3,1,311,OUI,e.>40,5,Maxi,16777
c.26-35,c.>=12,1,311,NON,b.6-10,4,Maxi,28597
f.>=70,c.>=12,1,311,OUI,e.>40,2,Maxi,30158
d.36-50,c.>=12,1,311,OUI,e.>40,1,Medi,32305
d.36-50,b.4-11,1,311,NON,e.>40,3,Maxi,32705
d.36-50,a.0-3,1,311,OUI,d.21-40,3,Maxi,40204
e.51-69,b.4-11,1,311,OUI,e.>40,2,Mini,80784
c.26-35,b.4-11,1,311,NON,b.6-10,2,Maxi,85256
c.26-35,c.>=12,1,311,OUI,c.11-20,4,Medi,87784
e.51-69,b.4-11,1,311,OUI,e.>40,4,Maxi,95254
d.36-50,b.4-11,1,311,NON,c.11-20,2,Maxi,101295
c.26-35,c.>=12,1,311,NON,b.6-10,3,Medi,109406
f.>=70,c.>=12,1,311,OUI,e.>40,2,Medi,118582
d.36-50,a.0-3,1,311,OUI,e.>40,4,Maxi,128772
c.26-35,c.>=12,1,311,OUI,b.6-10,2,Medi,130174
c.26-35,c.>=12,1,311,OUI,b.6-10,3,Maxi,142441
e.51-69,b.4-11,1,311,OUI,e.>40,3,Maxi,143455
e.51-69,c.>=12,1,311,NON,e.>40,3,Medi,145492
e.51-69,c.>=12,1,311,OUI,e.>40,1,Medi,155776
d.36-50,c.>=12,1,311,OUI,c.11-20,2,Medi,156384
d.36-50,b.4-11,1,311,NON,e.>40,1,Maxi,159593
d.36-50,c.>=12,1,311,OUI,e.>40,3,Medi,160340
e.51-69,a.0-3,1,311,NON,e.>40,4,Maxi,162552
b.21-25,b.4-11,1,311,OUI,a.<=5,2,Maxi,170163
e.51-69,c.>=12,1,311,OUI,e.>40,3,Medi,180168
c.26-35,b.4-11,1,311,NON,c.11-20,3,Maxi,181388
e.51-69,b.4-11,1,311,OUI,e.>40,3,Medi,185901
c.26-35,b.4-11,1,311,OUI,b.6-10,3,Maxi,186181
d.36-50,b.4-11,1,311,OUI,e.>40,1,Medi,210973
d.36-50,b.4-11,1,311,NON,e.>40,2,Maxi,217930
d.36-50,b.4-11,1,312,NON,e.>40,2,Maxi,2892
d.36-50,c.>=12,1,312,OUI,e.>40,2,Medi,14777
c.26-35,a.0-3,1,312,OUI,c.11-20,4,Maxi,35266
d.36-50,a.0-3,1,312,NON,e.>40,5,Maxi,56202
c.26-35,b.4-11,1,312,OUI,c.11-20,2,Medi,68811
c.26-35,b.4-11,1,312,NON,b.6-10,1,Maxi,69003
c.26-35,a.0-3,1,312,OUI,b.6-10,5,Maxi,75302
e.51-69,c.>=12,1,312,NON,e.>40,3,Medi,80524
d.36-50,a.0-3,1,312,NON,e.>40,3,Maxi,89702
e.51-69,a.0-3,1,312,OUI,e.>40,2,Maxi,91223
f.>=70,a.0-3,1,312,NON,e.>40,1,Maxi,100585
d.36-50,c.>=12,1,312,NON,c.11-20,2,Maxi,110347
c.26-35,a.0-3,1,312,OUI,c.11-20,4,Maxi,120732
d.36-50,c.>=12,1,312,OUI,e.>40,5,Medi,124887
e.51-69,c.>=12,1,312,OUI,e.>40,1,Medi,126266
e.51-69,b.4-11,1,312,NON,e.>40,3,Maxi,140347
c.26-35,b.4-11,1,312,OUI,c.11-20,2,Maxi,147859
c.26-35,c.>=12,1,312,OUI,b.6-10,3,Medi,154427
d.36-50,a.0-3,1,312,OUI,e.>40,4,Maxi,157463
d.36-50,b.4-11,1,312,NON,e.>40,2,Maxi,161547
d.36-50,c.>=12,1,312,OUI,c.11-20,1,Medi,168311
c.26-35,b.4-11,1,312,NON,b.6-10,2,Maxi,173258
e.51-69,b.4-11,1,312,NON,e.>40,3,Medi,179694
d.36-50,b.4-11,1,312,NON,e.>40,2,Maxi,184328
d.36-50,b.4-11,1,312,NON,d.21-40,1,Medi,186736
f.>=70,c.>=12,1,312,NON,e.>40,1,Maxi,217354
f.>=70,c.>=12,1,312,NON,e.>40,3,Medi,218335
e.51-69,a.0-3,1,313,OUI,e.>40,3,Maxi,4033
f.>=70,c.>=12,1,313,NON,e.>40,3,Medi,16276
e.51-69,c.>=12,1,313,NON,e.>40,3,Maxi,16623
e.51-69,b.4-11,1,313,NON,e.>40,5,Maxi,30328
d.36-50,b.4-11,1,313,NON,e.>40,2,Maxi,50456
