age_cl,anveh_cl,ns_bg,cs_bg,franchise,anc_perm_cl,zone_bg,Formule,id
e.51-69,b.4-11,1,104,OUI,e.>40,5,Maxi,21894
c.26-35,b.4-11,1,104,NON,c.11-20,3,Maxi,22209
c.26-35,a.0-3,1,104,NON,c.11-20,2,Maxi,22217
d.36-50,b.4-11,1,104,OUI,c.11-20,5,Maxi,22619
c.26-35,a.0-3,1,104,NON,c.11-20,2,Maxi,22699
d.36-50,b.4-11,1,104,NON,e.>40,2,Maxi,23150
d.36-50,b.4-11,1,104,OUI,d.21-40,2,Maxi,24504
e.51-69,b.4-11,1,104,NON,e.>40,5,Medi,24590
e.51-69,a.0-3,1,104,NON,e.>40,2,Maxi,24985
d.36-50,a.0-3,1,104,OUI,c.11-20,2,Maxi,25044
c.26-35,a.0-3,1,104,OUI,c.11-20,3,Maxi,25358
d.36-50,b.4-11,1,104,OUI,b.6-10,3,Maxi,26136
c.26-35,c.>=12,1,104,NON,c.11-20,4,Maxi,26197
c.26-35,a.0-3,1,104,OUI,c.11-20,1,Maxi,26227
d.36-50,b.4-11,1,104,OUI,e.>40,4,Maxi,27231
d.36-50,b.4-11,1,104,NON,c.11-20,3,Maxi,28876
e.51-69,a.0-3,1,104,NON,e.>40,3,Maxi,29601
c.26-35,c.>=12,1,104,NON,c.11-20,2,Medi,30220
c.26-35,a.0-3,1,104,NON,c.11-20,4,Maxi,30486
d.36-50,c.>=12,1,104,NON,e.>40,4,Medi,30568
d.36-50,b.4-11,1,104,OUI,e.>40,2,Maxi,31332
e.51-69,b.4-11,1,104,NON,e.>40,5,Maxi,31630
d.36-50,b.4-11,1,104,NON,e.>40,2,Maxi,32243
f.>=70,b.4-11,1,104,OUI,e.>40,2,Maxi,32825
c.26-35,c.>=12,1,104,OUI,c.11-20,3,Medi,33188
e.51-69,b.4-11,1,104,OUI,e.>40,2,Maxi,34792
e.51-69,b.4-11,1,104,NON,e.>40,1,Medi,35343
d.36-50,a.0-3,1,104,NON,e.>40,3,Maxi,35595
f.>=70,b.4-11,1,104,OUI,e.>40,3,Maxi,35928
d.36-50,b.4-11,1,104,NON,c.11-20,3,Maxi,36144
e.51-69,b.4-11,1,104,NON,e.>40,1,Maxi,36472
d.36-50,b.4-11,1,104,NON,c.11-20,4,Maxi,37009
d.36-50,a.0-3,1,104,NON,e.>40,2,Maxi,37289
c.26-35,b.4-11,1,104,OUI,c.11-20,5,Medi,37728
d.36-50,c.>=12,1,104,NON,e.>40,2,Medi,38061
d.36-50,b.4-11,1,104,OUI,e.>40,2,Maxi,38206
d.36-50,a.0-3,1,104,OUI,e.>40,2,Maxi,38707
e.51-69,a.0-3,1,104,NON,e.>40,5,Maxi,38964
c.26-35,a.0-3,1,104,NON,b.6-10,3,Maxi,39101
d.36-50,b.4-11,1,104,OUI,c.11-20,3,Maxi,39705
c.26-35,b.4-11,1,104,OUI,c.11-20,2,Medi,39850
d.36-50,b.4-11,1,104,NON,e.>40,3,Maxi,40097
e.51-69,a.0-3,1,104,NON,e.>40,5,Maxi,40788
e.51-69,c.>=12,1,104,NON,c.11-20,3,Medi,41836
c.26-35,a.0-3,1,104,OUI,c.11-20,4,Maxi,42041
d.36-50,b.4-11,1,104,NON,c.11-20,2,Maxi,42634
d.36-50,b.4-11,1,104,OUI,e.>40,5,Medi,43040
e.51-69,a.0-3,1,104,NON,e.>40,5,Maxi,43059
e.51-69,b.4-11,1,104,NON,e.>40,5,Maxi,43502
f.>=70,c.>=12,1,104,NON,e.>40,4,Maxi,43809
b.21-25,c.>=12,1,104,NON,b.6-10,2,Medi,43996
d.36-50,b.4-11,1,104,NON,c.11-20,3,Maxi,44569
e.51-69,a.0-3,1,104,NON,e.>40,3,Maxi,45736
d.36-50,a.0-3,1,104,OUI,c.11-20,3,Medi,45891
d.36-50,b.4-11,1,104,NON,e.>40,3,Maxi,46461
d.36-50,b.4-11,1,104,OUI,c.11-20,4,Maxi,46546
d.36-50,c.>=12,1,104,OUI,c.11-20,5,Medi,46564
c.26-35,b.4-11,1,104,NON,b.6-10,3,Maxi,46884
d.36-50,a.0-3,1,104,OUI,d.21-40,2,Maxi,47437
c.26-35,a.0-3,1,104,NON,c.11-20,2,Maxi,47657
c.26-35,c.>=12,1,104,OUI,c.11-20,4,Mini,48415
d.36-50,b.4-11,1,104,OUI,e.>40,2,Maxi,49228
e.51-69,b.4-11,1,104,NON,e.>40,4,Maxi,49867
d.36-50,a.0-3,1,104,OUI,d.21-40,2,Maxi,49944
e.51-69,c.>=12,1,104,NON,e.>40,1,Medi,51449
d.36-50,a.0-3,1,104,OUI,e.>40,5,Maxi,51507
c.26-35,b.4-11,1,104,OUI,c.11-20,3,Medi,51996
b.21-25,c.>=12,1,104,NON,b.6-10,2,Medi,52121
c.26-35,c.>=12,1,104,NON,b.6-10,2,Medi,52771
c.26-35,a.0-3,1,104,NON,b.6-10,5,Maxi,52799
d.36-50,c.>=12,1,104,NON,e.>40,4,Medi,53610
d.36-50,c.>=12,1,104,NON,d.21-40,2,Medi,54264
d.36-50,b.4-11,1,104,OUI,c.11-20,3,Maxi,54309
e.51-69,b.4-11,1,104,NON,e.>40,4,Maxi,54756
e.51-69,b.4-11,1,104,OUI,e.>40,3,Maxi,55181
c.26-35,a.0-3,1,104,NON,c.11-20,1,Maxi,55692
e.51-69,b.4-11,1,104,NON,c.11-20,5,Maxi,55956
b.21-25,b.4-11,1,104,NON,a.<=5,3,Maxi,56759
c.26-35,a.0-3,1,104,NON,c.11-20,2,Maxi,56932
c.26-35,b.4-11,1,104,OUI,a.<=5,5,Maxi,58268
e.51-69,b.4-11,1,104,NON,e.>40,2,Maxi,59662
e.51-69,a.0-3,1,104,NON,e.>40,3,Maxi,59883
e.51-69,b.4-11,1,104,NON,e.>40,3,Maxi,59919
e.51-69,b.4-11,1,104,NON,e.>40,2,Maxi,59989
c.26-35,c.>=12,1,104,OUI,c.11-20,3,Medi,60285
c.26-35,b.4-11,1,104,NON,b.6-10,4,Maxi,61137
b.21-25,b.4-11,1,104,OUI,a.<=5,3,Maxi,61646
d.36-50,b.4-11,1,104,OUI,d.21-40,1,Medi,61729
f.>=70,b.4-11,1,104,NON,e.>40,1,Medi,61831
d.36-50,b.4-11,1,104,NON,e.>40,2,Maxi,62449
d.36-50,b.4-11,1,104,OUI,c.11-20,4,Medi,62601
f.>=70,b.4-11,1,104,NON,e.>40,3,Maxi,63335
d.36-50,b.4-11,1,104,NON,c.11-20,3,Medi,63520
c.26-35,a.0-3,1,104,OUI,b.6-10,4,Maxi,63584
c.26-35,a.0-3,1,104,OUI,b.6-10,4,Maxi,63584
c.26-35,b.4-11,1,104,OUI,c.11-20,3,Maxi,63713
c.26-35,b.4-11,1,104,NON,c.11-20,3,Maxi,63870
b.21-25,a.0-3,1,104,OUI,b.6-10,3,Maxi,64067
c.26-35,b.4-11,1,104,NON,b.6-10,1,Maxi,64991
e.51-69,c.>=12,1,104,OUI,c.11-20,4,Medi,65615
c.26-35,b.4-11,1,104,OUI,c.11-20,3,Medi,65716
e.51-69,c.>=12,1,104,OUI,e.>40,4,Mini,67173
e.51-69,c.>=12,1,104,NON,e.>40,3,Maxi,67822
d.36-50,b.4-11,1,104,OUI,e.>40,5,Maxi,67873
e.51-69,a.0-3,1,104,NON,e.>40,3,Maxi,67971
c.26-35,b.4-11,1,104,NON,b.6-10,3,Maxi,68669
e.51-69,a.0-3,1,104,OUI,e.>40,3,Maxi,68769
d.36-50,b.4-11,1,104,NON,e.>40,1,Maxi,69032
e.51-69,b.4-11,1,104,NON,e.>40,5,Maxi,69728
b.21-25,b.4-11,1,104,OUI,a.<=5,1,Maxi,69902
e.51-69,c.>=12,1,104,OUI,a.<=5,1,Mini,70067
e.51-69,b.4-11,1,104,OUI,e.>40,2,Maxi,70374
c.26-35,c.>=12,1,104,OUI,b.6-10,4,Maxi,71842
c.26-35,b.4-11,1,104,OUI,c.11-20,4,Medi,71867
c.26-35,a.0-3,1,104,OUI,b.6-10,3,Maxi,72631
d.36-50,b.4-11,1,104,OUI,e.>40,5,Maxi,72941
c.26-35,a.0-3,1,104,NON,c.11-20,5,Maxi,73294
d.36-50,a.0-3,1,104,NON,c.11-20,3,Maxi,74146
c.26-35,c.>=12,1,104,NON,b.6-10,1,Medi,74752
d.36-50,b.4-11,1,104,NON,e.>40,1,Maxi,75065
d.36-50,a.0-3,1,104,OUI,d.21-40,3,Maxi,75107
c.26-35,c.>=12,1,104,NON,b.6-10,2,Medi,75189
c.26-35,b.4-11,1,104,NON,c.11-20,3,Maxi,75516
b.21-25,b.4-11,1,104,OUI,a.<=5,3,Maxi,75555
d.36-50,a.0-3,1,104,OUI,e.>40,3,Maxi,76446
c.26-35,b.4-11,1,104,NON,c.11-20,3,Maxi,76618
c.26-35,c.>=12,1,104,OUI,a.<=5,3,Medi,76667
c.26-35,b.4-11,1,104,NON,b.6-10,3,Maxi,76810
c.26-35,b.4-11,1,104,NON,c.11-20,2,Maxi,77405
d.36-50,a.0-3,1,104,OUI,e.>40,5,Maxi,77757
e.51-69,b.4-11,1,104,NON,e.>40,2,Maxi,77832
b.21-25,b.4-11,1,104,OUI,a.<=5,2,Maxi,77860
d.36-50,a.0-3,1,104,NON,e.>40,2,Maxi,78012
c.26-35,c.>=12,1,104,OUI,a.<=5,4,Medi,78483
c.26-35,b.4-11,1,104,NON,b.6-10,2,Maxi,78753
c.26-35,b.4-11,1,104,NON,c.11-20,2,Maxi,78772
d.36-50,c.>=12,1,104,NON,e.>40,2,Maxi,78970
f.>=70,a.0-3,1,104,NON,e.>40,4,Maxi,79295
d.36-50,b.4-11,1,104,NON,e.>40,2,Maxi,79326
d.36-50,c.>=12,1,104,NON,c.11-20,1,Maxi,79478
d.36-50,a.0-3,1,104,NON,e.>40,3,Maxi,80087
d.36-50,a.0-3,1,104,NON,e.>40,3,Maxi,80087
c.26-35,b.4-11,1,104,OUI,c.11-20,1,Maxi,80712
c.26-35,b.4-11,1,104,NON,c.11-20,2,Maxi,80793
d.36-50,a.0-3,1,104,OUI,c.11-20,2,Maxi,81143
b.21-25,c.>=12,1,104,NON,a.<=5,3,Medi,81158
d.36-50,b.4-11,1,104,OUI,e.>40,4,Maxi,81479
c.26-35,b.4-11,1,104,NON,c.11-20,3,Maxi,81497
e.51-69,b.4-11,1,104,NON,e.>40,2,Maxi,81627
e.51-69,b.4-11,1,104,OUI,c.11-20,3,Maxi,81976
d.36-50,b.4-11,1,104,NON,e.>40,2,Maxi,82058
e.51-69,a.0-3,1,104,NON,e.>40,3,Maxi,82078
d.36-50,b.4-11,1,104,OUI,a.<=5,3,Medi,82605
e.51-69,a.0-3,1,104,OUI,e.>40,3,Maxi,84261
d.36-50,b.4-11,1,104,OUI,e.>40,2,Maxi,84925
d.36-50,a.0-3,1,104,NON,e.>40,2,Maxi,85749
e.51-69,a.0-3,1,104,OUI,e.>40,3,Maxi,86031
c.26-35,b.4-11,1,104,OUI,c.11-20,3,Maxi,86388
c.26-35,b.4-11,1,104,NON,b.6-10,2,Medi,86444
c.26-35,b.4-11,1,104,NON,c.11-20,4,Maxi,86560
c.26-35,b.4-11,1,104,NON,b.6-10,2,Maxi,86823
d.36-50,a.0-3,1,104,OUI,e.>40,3,Maxi,88243
d.36-50,c.>=12,1,104,NON,e.>40,3,Medi,88830
d.36-50,a.0-3,1,104,NON,c.11-20,1,Maxi,89128
d.36-50,a.0-3,1,104,NON,e.>40,5,Maxi,89430
e.51-69,b.4-11,1,104,OUI,e.>40,3,Maxi,89687
d.36-50,a.0-3,1,104,NON,e.>40,2,Maxi,90614
c.26-35,a.0-3,1,104,NON,c.11-20,3,Maxi,91179
d.36-50,a.0-3,1,104,NON,e.>40,2,Maxi,91494
c.26-35,b.4-11,1,104,NON,c.11-20,2,Maxi,91836
c.26-35,a.0-3,1,104,NON,c.11-20,3,Maxi,91850
e.51-69,a.0-3,1,104,NON,e.>40,5,Maxi,91888
c.26-35,a.0-3,1,104,OUI,a.<=5,2,Maxi,92614
c.26-35,c.>=12,1,104,OUI,c.11-20,1,Medi,92916
e.51-69,b.4-11,1,104,NON,e.>40,1,Maxi,93099
d.36-50,b.4-11,1,104,NON,c.11-20,3,Maxi,93846
c.26-35,b.4-11,1,104,OUI,c.11-20,5,Maxi,94852
d.36-50,b.4-11,1,104,OUI,e.>40,2,Maxi,95394
d.36-50,b.4-11,1,104,NON,c.11-20,3,Maxi,96057
c.26-35,b.4-11,1,104,OUI,c.11-20,1,Medi,96066
b.21-25,b.4-11,1,104,NON,a.<=5,2,Maxi,96175
c.26-35,b.4-11,1,104,NON,c.11-20,1,Maxi,97247
d.36-50,a.0-3,1,104,OUI,e.>40,4,Maxi,97581
e.51-69,a.0-3,1,104,NON,e.>40,1,Maxi,98198
e.51-69,b.4-11,1,104,OUI,e.>40,3,Maxi,98726
d.36-50,c.>=12,1,104,OUI,c.11-20,3,Medi,98799
e.51-69,a.0-3,1,104,OUI,e.>40,5,Maxi,100025
d.36-50,b.4-11,1,104,OUI,c.11-20,3,Maxi,100166
d.36-50,b.4-11,1,104,OUI,e.>40,3,Medi,100332
d.36-50,b.4-11,1,104,OUI,c.11-20,3,Maxi,100642
f.>=70,b.4-11,1,104,OUI,e.>40,1,Maxi,101461
d.36-50,c.>=12,1,104,OUI,c.11-20,3,Medi,101612
d.36-50,a.0-3,1,104,NON,e.>40,2,Maxi,101913
d.36-50,b.4-11,1,104,NON,c.11-20,1,Maxi,102384
d.36-50,b.4-11,1,104,OUI,c.11-20,5,Medi,102659
c.26-35,a.0-3,1,104,NON,a.<=5,2,Maxi,103016
e.51-69,a.0-3,1,104,OUI,e.>40,3,Maxi,103639
c.26-35,a.0-3,1,104,NON,c.11-20,4,Maxi,103926
c.26-35,b.4-11,1,104,NON,b.6-10,3,Maxi,104033
d.36-50,b.4-11,1,104,OUI,d.21-40,3,Maxi,104457
e.51-69,b.4-11,1,104,OUI,e.>40,1,Mini,104896
d.36-50,b.4-11,1,104,NON,c.11-20,4,Maxi,104956
d.36-50,a.0-3,1,104,NON,e.>40,3,Maxi,105159
d.36-50,a.0-3,1,104,OUI,e.>40,1,Maxi,105176
d.36-50,c.>=12,1,104,OUI,e.>40,1,Medi,105503
d.36-50,a.0-3,1,104,OUI,e.>40,5,Maxi,105759
d.36-50,b.4-11,1,104,OUI,c.11-20,4,Medi,106078
e.51-69,b.4-11,1,104,NON,e.>40,2,Maxi,106479
d.36-50,b.4-11,1,104,OUI,c.11-20,5,Maxi,106983
e.51-69,a.0-3,1,104,NON,e.>40,2,Maxi,107014
c.26-35,b.4-11,1,104,NON,c.11-20,5,Maxi,107645
c.26-35,c.>=12,1,104,OUI,c.11-20,5,Medi,107778
c.26-35,b.4-11,1,104,OUI,a.<=5,2,Mini,108041
c.26-35,b.4-11,1,104,OUI,c.11-20,3,Mini,108083
d.36-50,b.4-11,1,104,OUI,e.>40,3,Maxi,108142
d.36-50,c.>=12,1,104,OUI,e.>40,3,Maxi,108557
c.26-35,b.4-11,1,104,NON,b.6-10,3,Maxi,108623
e.51-69,a.0-3,1,104,OUI,e.>40,3,Maxi,108626
f.>=70,b.4-11,1,104,NON,e.>40,5,Maxi,108969
c.26-35,a.0-3,1,104,OUI,c.11-20,3,Maxi,109115
d.36-50,b.4-11,1,104,OUI,e.>40,1,Maxi,109236
c.26-35,b.4-11,1,104,NON,b.6-10,5,Maxi,110013
e.51-69,b.4-11,1,104,OUI,e.>40,3,Maxi,110290
d.36-50,b.4-11,1,104,OUI,c.11-20,3,Maxi,110487
c.26-35,b.4-11,1,104,OUI,c.11-20,1,Maxi,110619
e.51-69,b.4-11,1,104,NON,e.>40,5,Medi,110825
e.51-69,c.>=12,1,104,OUI,e.>40,4,Medi,110834
c.26-35,b.4-11,1,104,OUI,b.6-10,3,Maxi,110839
c.26-35,b.4-11,1,104,OUI,b.6-10,2,Maxi,111236
c.26-35,b.4-11,1,104,NON,c.11-20,3,Maxi,111375
d.36-50,b.4-11,1,104,OUI,e.>40,1,Maxi,111458
c.26-35,b.4-11,1,104,NON,b.6-10,1,Maxi,111650
e.51-69,b.4-11,1,104,NON,e.>40,3,Maxi,112463
b.21-25,b.4-11,1,104,NON,a.<=5,5,Maxi,113112
e.51-69,b.4-11,1,104,OUI,e.>40,3,Maxi,113590
b.21-25,b.4-11,1,104,NON,a.<=5,3,Maxi,113628
d.36-50,b.4-11,1,104,OUI,e.>40,2,Maxi,113757
d.36-50,a.0-3,1,104,OUI,c.11-20,2,Maxi,114553
b.21-25,b.4-11,1,104,NON,b.6-10,3,Maxi,114652
d.36-50,b.4-11,1,104,OUI,e.>40,4,Maxi,114721
d.36-50,b.4-11,1,104,NON,e.>40,3,Maxi,115044
c.26-35,b.4-11,1,104,OUI,c.11-20,1,Maxi,115171
d.36-50,a.0-3,1,104,NON,e.>40,2,Maxi,115345
e.51-69,a.0-3,1,104,OUI,e.>40,5,Maxi,115589
c.26-35,b.4-11,1,104,OUI,b.6-10,1,Maxi,116451
e.51-69,b.4-11,1,104,NON,e.>40,3,Maxi,116744
c.26-35,b.4-11,1,104,OUI,c.11-20,2,Maxi,117412
c.26-35,b.4-11,1,104,NON,c.11-20,5,Maxi,117831
d.36-50,c.>=12,1,104,NON,e.>40,3,Maxi,118068
e.51-69,b.4-11,1,104,NON,e.>40,2,Maxi,119080
d.36-50,a.0-3,1,104,NON,e.>40,4,Maxi,119299
e.51-69,a.0-3,1,104,OUI,e.>40,5,Maxi,121022
d.36-50,c.>=12,1,104,NON,e.>40,3,Maxi,121062
c.26-35,a.0-3,1,104,OUI,c.11-20,5,Maxi,121589
d.36-50,b.4-11,1,104,NON,c.11-20,5,Maxi,121669
e.51-69,a.0-3,1,104,OUI,e.>40,1,Maxi,121763
e.51-69,b.4-11,1,104,OUI,e.>40,2,Maxi,121880
e.51-69,b.4-11,1,104,NON,e.>40,4,Maxi,121945
d.36-50,b.4-11,1,104,OUI,c.11-20,2,Maxi,122113
d.36-50,c.>=12,1,104,OUI,c.11-20,2,Mini,122615
d.36-50,b.4-11,1,104,OUI,e.>40,3,Maxi,122804
c.26-35,b.4-11,1,104,OUI,a.<=5,3,Maxi,122884
c.26-35,b.4-11,1,104,NON,b.6-10,2,Maxi,123192
c.26-35,c.>=12,1,104,OUI,c.11-20,3,Mini,123770
e.51-69,a.0-3,1,104,NON,e.>40,4,Maxi,124740
e.51-69,b.4-11,1,104,NON,e.>40,1,Maxi,125286
d.36-50,c.>=12,1,104,OUI,c.11-20,4,Medi,125486
d.36-50,a.0-3,1,104,OUI,e.>40,5,Maxi,125658
d.36-50,c.>=12,1,104,OUI,e.>40,2,Maxi,126289
d.36-50,b.4-11,1,104,OUI,e.>40,2,Maxi,126530
e.51-69,a.0-3,1,104,NON,e.>40,4,Maxi,126952
c.26-35,b.4-11,1,104,NON,c.11-20,2,Maxi,127101
c.26-35,b.4-11,1,104,OUI,c.11-20,3,Maxi,128348
e.51-69,b.4-11,1,104,OUI,b.6-10,1,Maxi,128526
d.36-50,b.4-11,1,104,NON,d.21-40,1,Maxi,128530
e.51-69,c.>=12,1,104,NON,e.>40,3,Medi,128837
e.51-69,b.4-11,1,104,NON,e.>40,2,Maxi,129185
e.51-69,b.4-11,1,104,OUI,e.>40,5,Maxi,129369
e.51-69,b.4-11,1,104,OUI,e.>40,2,Maxi,129852
d.36-50,a.0-3,1,104,OUI,c.11-20,4,Maxi,130547
c.26-35,a.0-3,1,104,OUI,b.6-10,3,Maxi,130624
e.51-69,a.0-3,1,104,NON,e.>40,3,Maxi,130643
d.36-50,b.4-11,1,104,OUI,d.21-40,3,Maxi,131272
d.36-50,a.0-3,1,104,OUI,e.>40,5,Maxi,132142
e.51-69,a.0-3,1,104,NON,e.>40,2,Maxi,132264
c.26-35,b.4-11,1,104,OUI,c.11-20,2,Medi,132350
b.21-25,b.4-11,1,104,OUI,a.<=5,3,Maxi,132560
e.51-69,b.4-11,1,104,OUI,e.>40,3,Medi,132833
e.51-69,c.>=12,1,104,OUI,e.>40,1,Medi,134631
e.51-69,b.4-11,1,104,NON,e.>40,1,Maxi,134690
f.>=70,b.4-11,1,104,NON,e.>40,4,Maxi,134814
c.26-35,b.4-11,1,104,OUI,b.6-10,3,Maxi,134846
c.26-35,c.>=12,1,104,NON,c.11-20,4,Medi,135282
b.21-25,b.4-11,1,104,NON,b.6-10,2,Maxi,135317
f.>=70,b.4-11,1,104,OUI,e.>40,2,Maxi,135953
e.51-69,a.0-3,1,104,NON,e.>40,1,Maxi,135969
d.36-50,a.0-3,1,104,NON,e.>40,2,Maxi,136268
c.26-35,b.4-11,1,104,OUI,a.<=5,3,Maxi,136396
d.36-50,b.4-11,1,104,NON,c.11-20,3,Maxi,136475
e.51-69,a.0-3,1,104,OUI,e.>40,2,Maxi,136537
b.21-25,b.4-11,1,104,NON,a.<=5,3,Maxi,136736
c.26-35,b.4-11,1,104,OUI,b.6-10,4,Maxi,136779
c.26-35,b.4-11,1,104,NON,b.6-10,4,Maxi,136852
e.51-69,b.4-11,1,104,NON,e.>40,2,Maxi,136889
d.36-50,a.0-3,1,104,OUI,c.11-20,1,Maxi,136988
f.>=70,b.4-11,1,104,OUI,e.>40,2,Maxi,137024
c.26-35,a.0-3,1,104,OUI,c.11-20,5,Maxi,137570
d.36-50,b.4-11,1,104,OUI,e.>40,2,Maxi,137713
c.26-35,b.4-11,1,104,OUI,b.6-10,4,Maxi,137866
d.36-50,b.4-11,1,104,OUI,e.>40,2,Maxi,137963
e.51-69,b.4-11,1,104,NON,e.>40,3,Maxi,138131
c.26-35,b.4-11,1,104,NON,b.6-10,2,Maxi,138221
c.26-35,b.4-11,1,104,OUI,c.11-20,2,Maxi,138370
e.51-69,b.4-11,1,104,OUI,e.>40,3,Maxi,138537
d.36-50,a.0-3,1,104,OUI,e.>40,3,Maxi,139154
d.36-50,b.4-11,1,104,OUI,c.11-20,3,Maxi,140240
c.26-35,b.4-11,1,104,NON,c.11-20,2,Maxi,140467
c.26-35,b.4-11,1,104,OUI,b.6-10,3,Maxi,140929
d.36-50,a.0-3,1,104,NON,c.11-20,2,Maxi,141017
e.51-69,a.0-3,1,104,OUI,e.>40,1,Maxi,142666
e.51-69,b.4-11,1,104,OUI,e.>40,3,Maxi,143391
e.51-69,b.4-11,1,104,OUI,e.>40,2,Mini,143737
d.36-50,b.4-11,1,104,NON,c.11-20,5,Medi,144692
c.26-35,b.4-11,1,104,OUI,b.6-10,1,Maxi,144786
e.51-69,b.4-11,1,104,NON,e.>40,3,Maxi,145043
c.26-35,b.4-11,1,104,OUI,c.11-20,3,Maxi,145110
d.36-50,b.4-11,1,104,OUI,c.11-20,2,Maxi,145302
e.51-69,b.4-11,1,104,NON,e.>40,2,Maxi,145456
b.21-25,b.4-11,1,104,OUI,a.<=5,3,Maxi,145808
e.51-69,b.4-11,1,104,OUI,e.>40,5,Medi,145994
b.21-25,b.4-11,1,104,OUI,b.6-10,5,Maxi,146002
e.51-69,b.4-11,1,104,NON,e.>40,5,Maxi,146243
c.26-35,a.0-3,1,104,OUI,c.11-20,2,Maxi,146321
f.>=70,b.4-11,1,104,OUI,e.>40,3,Medi,147595
e.51-69,b.4-11,1,104,NON,e.>40,2,Maxi,147622
c.26-35,c.>=12,1,104,OUI,a.<=5,1,Maxi,147782
d.36-50,a.0-3,1,104,OUI,e.>40,2,Maxi,148129
e.51-69,a.0-3,1,104,OUI,c.11-20,3,Maxi,148340
d.36-50,b.4-11,1,104,OUI,e.>40,1,Maxi,148607
d.36-50,b.4-11,1,104,OUI,e.>40,3,Maxi,148659
d.36-50,b.4-11,1,104,OUI,c.11-20,3,Maxi,148763
d.36-50,a.0-3,1,104,OUI,e.>40,5,Maxi,149280
e.51-69,b.4-11,1,104,OUI,e.>40,3,Maxi,149710
d.36-50,c.>=12,1,104,OUI,e.>40,3,Medi,149844
d.36-50,b.4-11,1,104,OUI,e.>40,3,Medi,149864
c.26-35,c.>=12,1,104,OUI,b.6-10,4,Medi,150487
c.26-35,b.4-11,1,104,OUI,c.11-20,1,Maxi,150558
c.26-35,c.>=12,1,104,OUI,c.11-20,3,Medi,150690
c.26-35,c.>=12,1,104,NON,c.11-20,4,Maxi,150892
d.36-50,b.4-11,1,104,OUI,e.>40,1,Maxi,151014
c.26-35,b.4-11,1,104,OUI,b.6-10,3,Maxi,151350
c.26-35,a.0-3,1,104,NON,b.6-10,2,Maxi,152154
e.51-69,b.4-11,1,104,NON,e.>40,2,Maxi,152227
c.26-35,b.4-11,1,104,OUI,b.6-10,3,Maxi,152252
d.36-50,b.4-11,1,104,OUI,c.11-20,2,Maxi,152435
c.26-35,a.0-3,1,104,OUI,c.11-20,5,Maxi,152658
e.51-69,c.>=12,1,104,OUI,e.>40,3,Maxi,152934
d.36-50,b.4-11,1,104,OUI,e.>40,2,Maxi,152957
c.26-35,b.4-11,1,104,NON,c.11-20,2,Medi,153121
c.26-35,b.4-11,1,104,OUI,c.11-20,1,Maxi,153611
c.26-35,b.4-11,1,104,OUI,a.<=5,3,Medi,153877
c.26-35,b.4-11,1,104,OUI,c.11-20,3,Maxi,154052
d.36-50,b.4-11,1,104,NON,e.>40,3,Maxi,154164
d.36-50,b.4-11,1,104,OUI,c.11-20,3,Medi,154760
d.36-50,a.0-3,1,104,OUI,e.>40,2,Maxi,154780
c.26-35,c.>=12,1,104,OUI,a.<=5,3,Maxi,155202
b.21-25,b.4-11,1,104,OUI,a.<=5,3,Medi,155344
d.36-50,c.>=12,1,104,OUI,b.6-10,4,Mini,155579
d.36-50,b.4-11,1,104,NON,e.>40,3,Medi,155840
d.36-50,b.4-11,1,104,OUI,c.11-20,4,Maxi,156234
b.21-25,b.4-11,1,104,OUI,b.6-10,4,Maxi,156297
c.26-35,a.0-3,1,104,NON,b.6-10,4,Maxi,156466
e.51-69,b.4-11,1,104,NON,e.>40,2,Maxi,156998
b.21-25,b.4-11,1,104,OUI,a.<=5,2,Maxi,157133
c.26-35,b.4-11,1,104,NON,b.6-10,3,Maxi,157269
c.26-35,a.0-3,1,104,OUI,c.11-20,5,Maxi,157294
d.36-50,b.4-11,1,104,OUI,e.>40,1,Medi,157939
d.36-50,b.4-11,1,104,OUI,c.11-20,1,Maxi,158160
d.36-50,b.4-11,1,104,NON,c.11-20,5,Medi,158882
d.36-50,c.>=12,1,104,NON,c.11-20,3,Medi,158912
d.36-50,b.4-11,1,104,OUI,e.>40,4,Maxi,158946
f.>=70,b.4-11,1,104,NON,e.>40,2,Maxi,158961
d.36-50,a.0-3,1,104,NON,c.11-20,2,Maxi,159321
e.51-69,a.0-3,1,104,OUI,e.>40,3,Maxi,160017
c.26-35,c.>=12,1,104,OUI,c.11-20,3,Mini,160167
c.26-35,b.4-11,1,104,OUI,b.6-10,3,Maxi,160479
d.36-50,b.4-11,1,104,OUI,c.11-20,5,Maxi,161454
d.36-50,b.4-11,1,104,OUI,c.11-20,2,Maxi,161552
c.26-35,b.4-11,1,104,NON,c.11-20,3,Maxi,161840
d.36-50,b.4-11,1,104,OUI,c.11-20,4,Medi,162063
c.26-35,b.4-11,1,104,OUI,b.6-10,3,Maxi,163203
c.26-35,a.0-3,1,104,NON,c.11-20,1,Maxi,163321
b.21-25,b.4-11,1,104,NON,a.<=5,3,Maxi,163586
c.26-35,b.4-11,1,104,OUI,c.11-20,2,Maxi,163692
d.36-50,a.0-3,1,104,OUI,c.11-20,3,Maxi,163799
e.51-69,b.4-11,1,104,OUI,e.>40,4,Maxi,164322
d.36-50,b.4-11,1,104,NON,e.>40,2,Medi,164528
b.21-25,a.0-3,1,104,OUI,a.<=5,3,Maxi,164729
c.26-35,b.4-11,1,104,OUI,b.6-10,2,Maxi,165100
